Title,Platform,Release_Date,Metascore,User_Score,Critic_Review_Count,User_Review_Count,Publisher,Genre,Rating,URL
American Arcadia,"PC, PlayStation 5, Xbox Series X, Nintendo Switch, Xbox One, PlayStation 4",2023-11-15,77,8.5,17,75,Raw Fury,Action Adventure,Not Rated,https://www.metacritic.com/game/american-arcadia/
SEASON: A letter to the future,"PlayStation 5, PC, PlayStation 4",2023-01-31,76,7.6,51,38,Covalent Media,Third-Person Adventure,E,https://www.metacritic.com/game/season-a-letter-to-the-future/
DREDGE: The Pale Reach,"PC, Nintendo Switch, Xbox Series X, PlayStation 5, PlayStation 4, Xbox One",2023-11-16,76,7.1,7,22,Team17,Action Adventure,Not Rated,https://www.metacritic.com/game/dredge-the-pale-reach/
Spirittea,"PC, Nintendo Switch, Xbox Series X, Xbox One",2023-11-13,76,6.9,10,10,"No More Robots, Merge Games",Virtual Life,E10+,https://www.metacritic.com/game/spirittea/
Tiny Thor,"PC, Nintendo Switch",2023-08-03,76,7.3,7,10,"Gameforge, Strictly Limited Games",2D Platformer,E10+,https://www.metacritic.com/game/tiny-thor/
Assassin's Creed Mirage,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, iOS (iPhone/iPad)",2023-10-05,76,7.0,99,2536,Ubisoft,Open-World Action,M,https://www.metacritic.com/game/assassins-creed-mirage/
Fitness Circuit,Nintendo Switch,2023-05-26,76,,9,0,"Spike Chunsoft, Exfit, Reef Entertainment",Exercise,E,https://www.metacritic.com/game/fitness-circuit/
EA Sports PGA Tour,"PlayStation 5, Xbox Series X, PC",2023-04-04,76,6.3,31,87,Electronic Arts,Golf Sim,E,https://www.metacritic.com/game/ea-sports-pga-tour/
Atelier Marie Remake: The Alchemist of Salburg,"Nintendo Switch, PlayStation 5, PlayStation 4, PC",2023-07-13,76,7.6,19,24,Koei Tecmo Games,JRPG,E10+,https://www.metacritic.com/game/atelier-marie-remake-the-alchemist-of-salburg/
Pharaoh: A New Era,PC,2023-02-15,76,4.6,28,24,DotEmu,Management,Not Rated,https://www.metacritic.com/game/pharaoh-a-new-era/
Gal Guardians: Demon Purge,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2023-02-23,76,7.5,12,17,"Inti Creates, PQube, Justdan",Metroidvania,T,https://www.metacritic.com/game/gal-guardians-demon-purge/
DC's Justice League: Cosmic Chaos,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2023-03-10,76,7.9,9,7,Outright Games,Open-World Action,E10+,https://www.metacritic.com/game/dcs-justice-league-cosmic-chaos/
Land of the Vikings,PC,2023-10-09,76,,9,0,Iceberg Interactive,Management,Not Rated,https://www.metacritic.com/game/land-of-the-vikings/
SPRAWL,"PC, PlayStation 5, Xbox Series X",2023-08-23,76,7.1,8,17,Rogue Games,FPS,Not Rated,https://www.metacritic.com/game/sprawl/
For the King II,"PlayStation 4, PC, PlayStation 5, Xbox One, Xbox Series X",2023-11-02,76,7.7,10,46,Curve Games,Roguelike,Not Rated,https://www.metacritic.com/game/for-the-king-ii/
Party Animals,"PC, Nintendo Switch, PlayStation 4, Xbox One, Xbox Series X, PlayStation 5",2023-09-20,76,7.7,22,141,Source Technology,Party,E10+,https://www.metacritic.com/game/party-animals/
The 7th Guest VR,Unknown,2023-10-19,76,8.7,16,0,Unknown,Unknown,M,https://www.metacritic.com/game/the-7th-guest-vr/
Assault Suits Valken Declassified,Nintendo Switch,2023-03-30,76,5.8,9,4,"Rainmaker Productions, Limited Run Games, SUPERDELUXE GAMES, Clear River Games",Horizontal Shoot-'Em-Up,E10+,https://www.metacritic.com/game/assault-suits-valken-declassified/
Figment 2: Creed Valley,"PlayStation 4, Xbox One, Nintendo Switch, PC, PlayStation 5, Xbox Series X",2023-03-09,76,6.5,13,39,Bedtime Digital Games,Action Adventure,Not Rated,https://www.metacritic.com/game/figment-2-creed-valley/
Dordogne,"Nintendo Switch, PC, PlayStation 5, PlayStation 4, Xbox One, Xbox Series X",2023-06-13,76,7.1,12,61,Focus Entertainment,Adventure,Not Rated,https://www.metacritic.com/game/dordogne/
Raiden III x MIKADO MANIAX,"PlayStation 5, PlayStation 4, Nintendo Switch, Xbox Series X, Xbox One, PC",2023-06-06,76,,8,0,"NIS America, Koei Tecmo Games, Moss, H2 Interactive Co., Ltd.",Vertical Shoot-'Em-Up,E10+,https://www.metacritic.com/game/raiden-iii-x-mikado-maniax/
Final Fantasy XVI: Echoes of the Fallen,"PlayStation 5, PC, Xbox Series X",2023-12-07,76,6.9,24,114,Square Enix,Action RPG,M,https://www.metacritic.com/game/final-fantasy-xvi-echoes-of-the-fallen/
En Garde!,PC,2023-08-16,76,6.6,23,43,Fireplace Games,Action Adventure,Not Rated,https://www.metacritic.com/game/en-garde/
The Crew Motorfest,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One",2023-09-14,76,7.1,55,640,Ubisoft,Auto Racing,T,https://www.metacritic.com/game/the-crew-motorfest/
Rune Factory 3 Special,"Nintendo Switch, PC",2023-09-05,76,7.5,21,25,"XSEED Games, Marvelous Inc., Marvelous Entertainment, Marvelous Europe",Action RPG,T,https://www.metacritic.com/game/rune-factory-3-special/
ATONE: Heart of the Elder Tree,"PC, iOS (iPhone/iPad), Nintendo Switch, PlayStation 4",2023-01-27,76,6.1,8,7,"Untold Tales, Beep",Action Adventure,T,https://www.metacritic.com/game/atone-heart-of-the-elder-tree/
Stray Gods: The Roleplaying Musical,"PC, Xbox Series X, PlayStation 5, Nintendo Switch, Xbox One, PlayStation 4",2023-08-10,76,7.8,38,61,Humble Games,RPG,Not Rated,https://www.metacritic.com/game/stray-gods-the-roleplaying-musical/
Norn9: Last Era,"PlayStation Vita, Nintendo Switch",2023-08-31,76,,7,0,Aksys Games,Visual Novel,T,https://www.metacritic.com/game/norn9-last-era/
Tentacular,"PC, PlayStation 5, Meta Quest",2023-02-22,76,6.7,9,7,Devolver Digital,Action Puzzle,E10+,https://www.metacritic.com/game/tentacular/
Shadow Warrior 3: Definitive Edition,"PlayStation 5, Xbox Series X, PC, Xbox One, PlayStation 4",2023-02-16,76,6.9,7,45,Devolver Digital,FPS,Not Rated,https://www.metacritic.com/game/shadow-warrior-3-definitive-edition/
Fae Farm,"Nintendo Switch, PC, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4",2023-09-08,75,6.2,48,53,"Phoenix Labs, Spike Chunsoft",Virtual Life,E10+,https://www.metacritic.com/game/fae-farm/
EA Sports FC 24,"PlayStation 5, Xbox Series X, PC, Nintendo Switch, PlayStation 4, Xbox One",2023-09-29,75,2.7,76,1945,Electronic Arts,Soccer Sim,E,https://www.metacritic.com/game/ea-sports-fc-24/
The Legend of Nayuta: Boundless Trails,"PSP, PlayStation 4, PC, Nintendo Switch",2023-09-19,75,7.1,12,18,"NIS America, Falcom, Clouded Leopard Entertainment",Action RPG,E10+,https://www.metacritic.com/game/the-legend-of-nayuta-boundless-trails/
Endless Dungeon,"PC, Nintendo Switch, Xbox Series X, PlayStation 5, Xbox One, PlayStation 4",2023-10-19,75,7.6,34,36,"Sega, Sega Europe",Real-Time Tactics,T,https://www.metacritic.com/game/endless-dungeon/
Railway Empire 2,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2023-05-25,75,7.3,8,26,Kalypso,Tycoon,Not Rated,https://www.metacritic.com/game/railway-empire-2/
Sherlock Holmes: The Awakened,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2023-04-11,75,7.1,25,91,Frogwares Ireland ltd,Third-Person Adventure,T,https://www.metacritic.com/game/sherlock-holmes-the-awakened/
The Expanse: A Telltale Series,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X",2023-11-20,75,6.2,25,130,Telltale Games,Third-Person Adventure,M,https://www.metacritic.com/game/the-expanse-a-telltale-series/
Zombieland: Headshot Fever Reloaded,PlayStation 5,2023-02-22,75,8.3,11,4,"XR Games, X R GAMES",Light Gun,M,https://www.metacritic.com/game/zombieland-headshot-fever-reloaded/
Aliens: Dark Descent,"PC, PlayStation 5, Xbox Series X, PlayStation 4, Xbox One",2023-06-20,75,7.6,68,219,Focus Entertainment,Real-Time Tactics,M,https://www.metacritic.com/game/aliens-dark-descent/
RIDE 5,"PlayStation 5, Xbox Series X, PC",2023-08-24,75,7.1,25,26,Milestone S.r.l,Auto Racing Sim,E,https://www.metacritic.com/game/ride-5/
Song of Nunu: A League of Legends Story,"Nintendo Switch, PC, PlayStation 5, PlayStation 4, Xbox One, Xbox Series X",2023-11-01,75,6.6,31,48,Riot Forge,Third-Person Adventure,E10+,https://www.metacritic.com/game/song-of-nunu-a-league-of-legends-story/
WarioWare: Move It!,Nintendo Switch,2023-11-03,75,8.1,92,87,Nintendo,Party,E10+,https://www.metacritic.com/game/warioware-move-it/
Lords of the Fallen,"PlayStation 5, Xbox Series X, PC",2023-10-13,75,6.7,66,1416,CI Games,Action RPG,M,https://www.metacritic.com/game/lords-of-the-fallen/
AK-xolotl,"PC, Nintendo Switch, PlayStation 4, PlayStation 5, Xbox Series X, Xbox One",2023-09-14,75,6.4,9,16,Playstack,Top-Down Shoot-'Em-Up,Not Rated,https://www.metacritic.com/game/ak-xolotl/
Bomb Rush Cyberfunk,"PC, Nintendo Switch, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4",2023-08-18,75,8.4,16,117,Team Reptile,3D Platformer,Not Rated,https://www.metacritic.com/game/bomb-rush-cyberfunk/
Loretta,"PC, Nintendo Switch, Xbox One, PlayStation 4, PlayStation 5, Xbox Series X",2023-02-16,75,6.2,7,13,DANGEN Entertainment,Adventure,Not Rated,https://www.metacritic.com/game/loretta/
Loretta,"PC, Nintendo Switch, Xbox One, PlayStation 4, PlayStation 5, Xbox Series X",2023-02-16,75,6.2,7,13,DANGEN Entertainment,Adventure,Not Rated,https://www.metacritic.com/game/loretta/
Osman,"Nintendo Switch, PlayStation 4, Xbox Series X, PlayStation 5, Xbox One",2023-04-13,75,,9,0,"ININ Games, Strictly Limited Games",2D Platformer,T,https://www.metacritic.com/game/osman/
Showgunners,"PC, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4",2023-05-02,75,7.9,20,37,Good Shepherd Entertainment,Turn-Based Tactics,Not Rated,https://www.metacritic.com/game/showgunners/
Trinity Fusion,"PC, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4, Nintendo Switch",2023-12-15,75,6.5,12,18,Angry Mob Games,Metroidvania,T,https://www.metacritic.com/game/trinity-fusion/
Layers of Fear,"PC, PlayStation 5, Xbox Series X",2023-06-15,75,6.9,30,102,Bloober Team,Survival,M,https://www.metacritic.com/game/layers-of-fear/
Harmony: The Fall of Reverie,"Nintendo Switch, PlayStation 5, PC, Xbox Series X",2023-06-08,75,6.0,33,22,DONTNOD Entertainment,Visual Novel,Not Rated,https://www.metacritic.com/game/harmony-the-fall-of-reverie/
"Warhammer 40,000: Boltgun","PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2023-05-23,75,7.5,49,163,Focus Entertainment,FPS,M,https://www.metacritic.com/game/warhammer-40000-boltgun/
Mr. Run and Jump,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2023-07-25,75,,9,0,Atari,2D Platformer,E,https://www.metacritic.com/game/mr-run-and-jump/
Metal Gear Solid: Master Collection Vol. 1,"PlayStation 5, Nintendo Switch, Xbox Series X, PC, PlayStation 4",2023-10-24,74,6.4,56,197,Konami,Compilation,M,https://www.metacritic.com/game/metal-gear-solid-master-collection-vol-1/
Raiden IV x Mikado Remix,"Nintendo Switch, PlayStation 5, PlayStation 4, PC, Xbox Series X, Xbox One",2023-01-31,74,,10,0,"NIS America, Moss",Vertical Shoot-'Em-Up,E10+,https://www.metacritic.com/game/raiden-iv-x-mikado-remix/
Pinball FX,"Xbox Series X, PlayStation 5, Nintendo Switch, PC, PlayStation 4, Xbox One",2023-02-16,74,3.1,7,18,Zen Studios,Pinball,T,https://www.metacritic.com/game/pinball-fx/
Total War: PHARAOH,PC,2023-10-11,74,5.9,50,57,"Sega, Sega Europe",Turn-Based Strategy,T,https://www.metacritic.com/game/total-war-pharaoh/
What The Bat?,"Meta Quest, PC, PlayStation 5",2023-02-22,74,6.2,12,6,Triband,Action,E,https://www.metacritic.com/game/what-the-bat/
9 Years of Shadows,"PC, Nintendo Switch, iOS (iPhone/iPad), Xbox Series X, PlayStation 5, PlayStation 4, Xbox One",2023-03-27,74,7.6,15,52,Freedom Games,Metroidvania,Not Rated,https://www.metacritic.com/game/9-years-of-shadows/
Berzerk: Recharged,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2023-11-09,74,,7,0,"Atari, Atari SA",Top-Down Shoot-'Em-Up,E,https://www.metacritic.com/game/berzerk-recharged/
Dungeons 4,"PlayStation 5, Xbox Series X, PC, Nintendo Switch",2023-11-09,74,7.8,12,27,Kalypso,Strategy,Not Rated,https://www.metacritic.com/game/dungeons-4/
Rise of the Triad: Ludicrous Edition,"Xbox One, PlayStation 4, Nintendo Switch, PC, Xbox Series X, PlayStation 5",2023-07-31,74,7.3,8,6,Apogee Entertainment,FPS,Not Rated,https://www.metacritic.com/game/rise-of-the-triad-ludicrous-edition/
Mail Time,"PC, Nintendo Switch, PlayStation 5, PlayStation 4",2023-04-27,74,6.7,10,7,Freedom Games,3D Platformer,Not Rated,https://www.metacritic.com/game/mail-time/
The Jackbox Party Pack 10,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2023-10-19,74,7.0,13,8,"Jackbox Games, Inc.",Party,Not Rated,https://www.metacritic.com/game/the-jackbox-party-pack-10/
Persona 5 Tactica,"Xbox Series X, PC, Xbox One, PlayStation 5, PlayStation 4, Nintendo Switch",2023-11-17,74,7.1,35,193,"Sega, Atlus",Turn-Based Tactics,T,https://www.metacritic.com/game/persona-5-tactica/
SteamWorld Build,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2023-12-01,74,7.0,31,38,Thunderful,Sandbox,Not Rated,https://www.metacritic.com/game/steamworld-build/
Undying,"Xbox Series X, PC, PlayStation 5, Nintendo Switch",2023-12-07,74,6.7,7,20,Skystone Games,Survival,Not Rated,https://www.metacritic.com/game/undying/
MotoGP 23,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2023-06-08,74,5.1,12,18,Milestone S.r.l,Auto Racing Sim,E,https://www.metacritic.com/game/motogp-23/
Disney Speedstorm,"Nintendo Switch, PC, PlayStation 4, Xbox One, PlayStation 5, Xbox Series X, iOS (iPhone/iPad)",2023-09-28,74,5.1,14,91,Gameloft,Auto Racing,E,https://www.metacritic.com/game/disney-speedstorm/
Invector: Rhythm Galaxy,"Nintendo Switch, PC, Xbox Series X, PlayStation 4, Xbox One",2023-07-14,74,,7,0,Warner Music Group,Rhythm,Not Rated,https://www.metacritic.com/game/invector-rhythm-galaxy/
Winter's Wish: Spirits of Edo,Nintendo Switch,2023-05-18,74,5.8,8,4,"Aksys Games, Idea Factory",Visual Novel,T,https://www.metacritic.com/game/winters-wish-spirits-of-edo/
Cities: Skylines II,"PC, PlayStation 5, Xbox Series X",2023-10-24,74,4.3,65,390,Paradox Interactive,Management,E,https://www.metacritic.com/game/cities-skylines-ii/
Children of Silentown,"PC, Nintendo Switch, PlayStation 4, PlayStation 5, Xbox Series X, Xbox One",2023-01-11,74,7.2,15,26,Daedalic Entertainment,Point-and-Click,Not Rated,https://www.metacritic.com/game/children-of-silentown/
Silent Hope,"Nintendo Switch, PC",2023-10-03,74,6.1,22,21,"XSEED Games, Marvelous Inc., Marvelous Entertainment, Marvelous Europe",Action RPG,E10+,https://www.metacritic.com/game/silent-hope/
Trinity Trigger,"Nintendo Switch, PlayStation 5, PlayStation 4, PC, iOS (iPhone/iPad)",2023-04-25,73,6.6,13,26,"XSEED Games, FuRyu, Marvelous Europe, Arc System Works",Action RPG,E10+,https://www.metacritic.com/game/trinity-trigger/
One Piece Odyssey,"PC, Xbox Series X, PlayStation 5, PlayStation 4",2023-01-13,73,7.0,72,141,Bandai Namco Games,JRPG,T,https://www.metacritic.com/game/one-piece-odyssey/
Koa and the Five Pirates of Mara,"PC, PlayStation 5, PlayStation 4, Nintendo Switch, Xbox Series X, Xbox One",2023-07-27,73,7.7,8,10,"Chibig, Pikii, Tesura Games",3D Platformer,E10+,https://www.metacritic.com/game/koa-and-the-five-pirates-of-mara/
LEGO 2K Drive,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2023-05-16,73,5.9,56,93,"2K Games, Take-Two Interactive",Auto Racing,E10+,https://www.metacritic.com/game/lego-2k-drive/
Dune: Spice Wars,"PC, Xbox Series X",2023-09-14,73,6.3,21,57,Funcom,4X Strategy,Not Rated,https://www.metacritic.com/game/dune-spice-wars/
Arizona Sunshine 2,"PlayStation 5, PC, Meta Quest",2023-12-05,73,7.1,27,52,Vertigo Games,Light Gun,M,https://www.metacritic.com/game/arizona-sunshine-2/
Moons Of Darsalon,"PC, PlayStation 5, Xbox Series X, Nintendo Switch, PlayStation 4, Xbox One",2023-04-19,73,8.3,7,8,Dr. Kucho! Games,2D Platformer,Not Rated,https://www.metacritic.com/game/moons-of-darsalon/
Disney Illusion Island,"Nintendo Switch, PlayStation 5, Xbox Series X, PC",2023-07-28,73,6.5,74,77,"Disney Interactive Studios, Disney Interactive",Metroidvania,E,https://www.metacritic.com/game/disney-illusion-island/
The Lamplighters League,"PC, Xbox Series X",2023-10-03,73,6.3,23,46,Paradox Interactive,Turn-Based Tactics,Not Rated,https://www.metacritic.com/game/the-lamplighters-league/
Oxenfree II: Lost Signals,"Nintendo Switch, PC, PlayStation 5, PlayStation 4, iOS (iPhone/iPad)",2023-07-12,73,7.2,49,60,Netflix,Point-and-Click,Not Rated,https://www.metacritic.com/game/oxenfree-ii-lost-signals/
Kayak VR: Mirage,"PC, PlayStation 5",2023-02-22,73,8.0,10,25,"Better Than Life, Limited Run Games",Individual Sports,E,https://www.metacritic.com/game/kayak-vr-mirage/
Dead Island 2,"PlayStation 4, Xbox One, PC, PlayStation 5, Xbox Series X",2023-04-21,73,7.2,91,1101,"Deep Silver, H2 Interactive Co., Ltd.",FPS,M,https://www.metacritic.com/game/dead-island-2/
Tales of Arise: Beyond the Dawn,"PlayStation 5, PlayStation 4, PC, Xbox One, Xbox Series X",2023-11-09,73,7.9,27,38,Bandai Namco Games,Action RPG,T,https://www.metacritic.com/game/tales-of-arise-beyond-the-dawn/
Sonic Superstars,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2023-10-17,73,8.2,67,807,Sega,2D Platformer,E,https://www.metacritic.com/game/sonic-superstars/
Star Wars: Tales from the Galaxy's Edge - Enhanced Edition,PlayStation 5,2023-02-22,73,7.0,17,31,"Disney Interactive Studios, Perp Games, Disney Interactive",Action Adventure,T,https://www.metacritic.com/game/star-wars-tales-from-the-galaxys-edge-enhanced/
[I] doesn't exist - a modern text adventure,PC,2023-10-05,73,,8,0,DreadXP,Text Adventure,Not Rated,https://www.metacritic.com/game/i-doesnt-exist-a-modern-text-adventure/
Astronaut: The Best,PC,2023-08-15,73,,7,0,Universal Happymaker,Tycoon,Not Rated,https://www.metacritic.com/game/astronaut-the-best/
Ten Dates,"PC, Nintendo Switch, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4, iOS (iPhone/iPad)",2023-02-14,73,5.8,8,13,Wales Interactive,Adventure,Not Rated,https://www.metacritic.com/game/ten-dates/
Meet Your Maker,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One",2023-04-04,73,5.6,18,52,"Behaviour Interactive, Happinet",Sandbox,M,https://www.metacritic.com/game/meet-your-maker/
Let's School,"PC, Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One",2023-07-26,73,7.3,8,12,Pathea Games,Tycoon,Not Rated,https://www.metacritic.com/game/lets-school/
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,"PC, PlayStation 5, PlayStation 4, Meta Quest",2023-03-21,72,7.1,23,37,"Skybound Games, Skydance Interactive, Mastiff",Survival,M,https://www.metacritic.com/game/the-walking-dead-saints-and-sinners-chapter-2/
Mahokenshi,PC,2023-01-24,72,7.2,18,6,Iceberg Interactive,Turn-Based Tactics,Not Rated,https://www.metacritic.com/game/mahokenshi/
Wonder Boy Anniversary Collection,"Nintendo Switch, PlayStation 4, PlayStation 5",2023-01-26,72,,9,0,"Bliss Brain, ININ Games, Strictly Limited Games",Compilation,E10+,https://www.metacritic.com/game/wonder-boy-anniversary-collection/
RoboCop: Rogue City,"PlayStation 5, Xbox Series X, PC",2023-11-02,72,7.8,57,794,"Nacon, 3goo, H2 Interactive Co., Ltd.",FPS,M,https://www.metacritic.com/game/robocop-rogue-city/
Just Dance 2024 Edition,"Nintendo Switch, Xbox Series X, PlayStation 5",2023-10-24,72,5.7,11,30,Ubisoft,Dancing,E,https://www.metacritic.com/game/just-dance-2024-edition/
The Invincible,"PlayStation 5, PC, Xbox Series X",2023-11-06,72,7.8,42,225,"11 bit studios, Starward Industries, Merge Games",First-Person Adventure,Not Rated,https://www.metacritic.com/game/the-invincible/
Onion Assault,"Nintendo Switch, PC",2023-01-26,72,,7,0,Horberg Productions,2D Platformer,E10+,https://www.metacritic.com/game/onion-assault/
